Map before flood fill:
9, 9, 9, 9, 9, 9, 9, 9, 9
9, 0, 0, 0, 9, 0, 0, 0, 9
9, 0, 0, 0, 9, 0, 0, 0, 9
9, 0, 0, 9, 0, 0, 0, 0, 9
9, 9, 9, 0, 0, 0, 9, 9, 9
9, 0, 0, 0, 0, 9, 0, 0, 9
9, 0, 0, 0, 9, 0, 0, 0, 9
9, 0, 0, 0, 9, 0, 0, 0, 9
9, 9, 9, 9, 9, 9, 9, 9, 9
Map after flood fill:
9, 9, 9, 9, 9, 9, 9, 9, 9
9, 0, 0, 0, 9, 5, 5, 5, 9
9, 0, 0, 0, 9, 5, 5, 5, 9
9, 0, 0, 9, 5, 5, 5, 5, 9
9, 9, 9, 5, 5, 5, 9, 9, 9
9, 5, 5, 5, 5, 9, 0, 0, 9
9, 5, 5, 5, 9, 0, 0, 0, 9
9, 5, 5, 5, 9, 0, 0, 0, 9
9, 9, 9, 9, 9, 9, 9, 9, 9
